,rating,comment,date,word_count,text_length_category,rating_length_category
4641,10,가성비 대비 만족 상품,2025-01-07,4,middle,10-middle
4642,10,아이 신라면,2025-01-07,2,middle,10-middle
4643,10,라면 거 거,2025-01-07,3,middle,10-middle
4646,10,거 라면 때,2025-01-07,3,middle,10-middle
4647,10,애용,2025-01-07,1,short,10-short
4648,10,감사,2025-01-07,1,short,10-short
4649,10,구매 제품,2025-01-07,2,middle,10-middle
4650,10,이마트 몰 집,2024-08-06,3,middle,10-middle
4652,10,만족,2024-08-05,1,short,10-short
4653,10,라면 수 것,2024-08-04,3,middle,10-middle
4654,10,라 몯 신라면,2024-08-04,3,middle,10-middle
4655,10,집 신라면,2024-08-04,2,middle,10-middle
4656,10,재구매할듯요,2024-08-03,1,short,10-short
4657,10,기본 라면,2024-08-03,2,middle,10-middle
4658,10,유통기한 신라면 구비,2024-08-02,3,middle,10-middle
4659,10,맛 할인,2024-08-02,2,middle,10-middle
4661,10,제품,2024-12-24,1,short,10-short
4662,10,라면 신라면,2024-12-24,2,middle,10-middle
4664,10,신라면 애,2024-12-23,2,middle,10-middle
4667,10,구매 라면,2024-12-23,2,middle,10-middle
4670,10,신라면 달걀 맛,2024-12-22,3,middle,10-middle
4671,10,가격 만족,2024-12-22,2,middle,10-middle
4672,10,예전 신라면 신라면,2025-01-01,3,middle,10-middle
4673,10,주문 감사,2025-01-01,2,middle,10-middle
4674,10,구매 제품,2025-01-01,2,middle,10-middle
4675,10,라면,2025-01-01,1,short,10-short
4676,10,상품 구매,2025-01-01,2,middle,10-middle
4678,10,구입,2025-01-01,1,short,10-short
4679,10,상품 라면 농심,2025-01-01,3,middle,10-middle
4680,10,신라면 할인 구매,2024-12-30,3,middle,10-middle
4681,10,마음,2024-12-30,1,short,10-short
4682,10,거,2024-12-29,1,short,10-short
4683,10,신랑 구매,2024-12-29,2,middle,10-middle
4684,10,구매,2024-12-29,1,short,10-short
4685,10,최고,2024-12-29,1,short,10-short
4686,10,오랜만,2024-12-29,1,short,10-short
4687,10,포장 가격,2024-12-29,2,middle,10-middle
4688,10,구매,2024-12-29,1,short,10-short
4689,10,것 때 신라면 최고,2024-12-29,4,middle,10-middle
4690,10,라면 신라면 기본 정도,2024-12-15,4,middle,10-middle
4691,10,라면 중 거,2024-12-15,3,middle,10-middle
4692,10,구매 거,2024-12-15,2,middle,10-middle
4693,10,칼 깔,2024-12-15,2,middle,10-middle
4694,10,가격 거 만족,2024-12-14,3,middle,10-middle
4695,10,라면 신라면,2024-12-14,2,middle,10-middle
4697,10,식구,2024-12-14,1,short,10-short
4698,10,구입,2024-12-14,1,short,10-short
4699,10,혼자 사람,2024-12-14,2,middle,10-middle
4700,10,구매 상품,2024-07-16,2,middle,10-middle
4701,10,농심 신라면,2024-07-16,2,middle,10-middle
4702,10,라면 시 라면,2024-07-16,3,middle,10-middle
4703,10,상태,2024-07-16,1,short,10-short
4704,10,아들 라면,2024-12-30,2,middle,10-middle
4705,10,제품 가격,2024-12-30,2,middle,10-middle
4706,10,스테디 셀러,2024-12-30,2,middle,10-middle
4708,10,면발 간식,2024-12-30,2,middle,10-middle
4709,10,구매,2024-12-30,1,short,10-short
4710,10,마음,2024-12-22,1,short,10-short
4711,10,자취,2024-12-22,1,short,10-short
4712,10,라면 신라면,2024-12-22,2,middle,10-middle
4713,10,추가 할인 봉,2024-12-22,3,middle,10-middle
4714,10,제품,2024-12-22,1,short,10-short
4715,10,구매,2024-12-22,1,short,10-short
4716,10,도착,2024-12-22,1,short,10-short
4717,10,도착,2024-12-22,1,short,10-short
4719,10,구매 제품 가성비,2024-12-22,3,middle,10-middle
4720,10,구매 상품,2024-12-24,2,middle,10-middle
4721,10,라면 신라면,2024-12-24,2,middle,10-middle
4722,10,구매 제품,2024-12-24,2,middle,10-middle
4723,10,구매 제품 얘기,2024-12-24,3,middle,10-middle
4725,10,제품,2024-12-24,1,short,10-short
4726,10,라면 신라면,2024-12-24,2,middle,10-middle
4728,10,신라면 애,2024-12-23,2,middle,10-middle
4730,10,만족,2024-12-22,1,short,10-short
4732,10,곳 비,2024-12-22,2,middle,10-middle
4733,10,신라면 김치 맛,2024-12-22,3,middle,10-middle
4734,10,신라면 달걀 맛,2024-12-22,3,middle,10-middle
4735,10,가격 만족,2024-12-22,2,middle,10-middle
4736,10,아들 라면,2024-12-30,2,middle,10-middle
4737,10,제품 가격,2024-12-30,2,middle,10-middle
4738,10,스테디 셀러,2024-12-30,2,middle,10-middle
4740,10,감사,2024-12-21,1,short,10-short
4741,10,라면 신라면,2024-12-21,2,middle,10-middle
4742,10,라면,2024-12-21,1,short,10-short
4743,10,집 장보기,2024-12-21,2,middle,10-middle
4744,10,할머니,2024-12-21,1,short,10-short
4746,10,국민,2024-12-21,1,short,10-short
4747,10,포장 상태,2024-12-21,2,middle,10-middle
4751,10,구매 의사,2024-12-25,2,middle,10-middle
4752,10,굿굿굿굿,2024-12-25,1,short,10-short
4754,10,라면 신라면,2024-12-25,2,middle,10-middle
4755,10,신라면,2024-12-25,1,short,10-short
4756,10,신라면 최고 주문,2024-12-25,3,middle,10-middle
4757,10,주문 상품,2024-12-25,2,middle,10-middle
4758,10,신라면,2024-12-25,1,short,10-short
4759,10,라면 중 산러,2024-12-25,3,middle,10-middle
4760,10,감사,2024-12-29,1,short,10-short
4762,10,굿 최고,2024-12-29,2,middle,10-middle
4764,10,구매 제품,2024-12-29,2,middle,10-middle
4765,10,주문 원 시간대 문 앞,2024-12-29,5,long,10-long
4766,10,구입 감사,2024-12-29,2,middle,10-middle
4767,10,신라면 말 필요,2024-12-29,3,middle,10-middle
4768,10,베 송 주문 구입,2024-12-16,4,middle,10-middle
4769,10,제품,2024-12-16,1,short,10-short
4770,10,구입,2024-12-16,1,short,10-short
4771,10,생각,2024-12-16,1,short,10-short
4772,10,감사,2024-12-16,1,short,10-short
4773,10,애용,2024-12-16,1,short,10-short
4774,10,신라면 생활 필수품,2024-12-16,3,middle,10-middle
4775,10,신라면,2024-12-16,1,short,10-short
4776,10,듯 고추기름 것 자극,2024-12-16,4,middle,10-middle
4777,10,라면 신라면,2024-12-16,2,middle,10-middle
4779,10,구매 제품,2024-12-16,2,middle,10-middle
4780,10,주사,2024-09-28,1,short,10-short
4781,10,구매 상품,2024-09-28,2,middle,10-middle
4782,10,것 신라면,2024-09-28,2,middle,10-middle
4783,10,감사,2024-09-26,1,short,10-short
4784,10,라면 가족,2024-09-26,2,middle,10-middle
4785,10,포장,2024-09-25,1,short,10-short
4786,10,주문 제품,2024-09-25,2,middle,10-middle
4788,10,자주 구매 제품 중,2024-09-25,4,middle,10-middle
4789,10,신라면 집 비상식량,2024-09-25,3,middle,10-middle
4790,10,라면,2024-01-10,1,short,10-short
4791,10,유기,2024-01-10,1,short,10-short
4792,10,라면 쉬 행사,2024-01-09,3,middle,10-middle
4793,8,신라면 가격,2024-01-09,2,middle,8-middle
4794,10,주문 제품,2024-01-09,2,middle,10-middle
4795,10,신라면,2024-01-09,1,short,10-short
4796,10,유통 기간,2024-01-09,2,middle,10-middle
4797,10,주문 번창,2024-01-08,2,middle,10-middle
4798,10,라면 라면,2024-01-08,2,middle,10-middle
4799,10,기본 베이스,2024-01-08,2,middle,10-middle
4800,10,주문 상품,2024-12-26,2,middle,10-middle
4801,8,라면 신라면,2024-12-26,2,middle,8-middle
4803,10,신라면 유통기한,2024-12-26,2,middle,10-middle
4804,10,오늘 신라면 요리사,2024-12-26,3,middle,10-middle
4805,10,신라면 설명 필요,2024-12-26,3,middle,10-middle
4806,8,필요 때,2024-12-26,2,middle,8-middle
4807,10,주문 단골 메뉴,2024-12-26,3,middle,10-middle
4808,10,신라면,2024-12-25,1,short,10-short
4809,10,구입 제품,2024-12-25,2,middle,10-middle
4810,10,라면 신라면,2024-12-26,2,middle,10-middle
4811,10,주기 라면,2024-12-26,2,middle,10-middle
4812,10,라면,2024-12-26,1,short,10-short
4813,10,라면,2024-12-26,1,short,10-short
4814,10,라면 중 근본,2024-12-26,3,middle,10-middle
4815,10,다다익선,2024-12-26,1,short,10-short
4816,10,주문 단골 메뉴,2024-12-26,3,middle,10-middle
4817,10,구매 상품,2024-12-26,2,middle,10-middle
4819,10,제품,2024-12-25,1,short,10-short
4820,10,리 면 신라면,2023-08-29,3,middle,10-middle
4821,8,상품 기한,2023-08-28,2,middle,8-middle
4822,8,신라면,2023-08-28,1,short,8-short
4823,10,신라면,2023-08-28,1,short,10-short
4824,10,파 계란,2023-08-28,2,middle,10-middle
4825,8,대한민국 등 라면 신라면,2023-08-28,4,middle,8-middle
4826,10,라면 신라면 듯,2023-08-28,3,middle,10-middle
4827,10,리뷰 도착,2023-08-28,2,middle,10-middle
4828,10,가격,2023-08-26,1,short,10-short
4829,10,만족,2023-08-26,1,short,10-short
4830,10,포장 상태,2024-08-11,2,middle,10-middle
4831,10,가격 곳,2024-08-09,2,middle,10-middle
4832,10,신라면 행사 개 구입,2024-12-22,4,middle,10-middle
4833,10,구매 상품,2024-12-22,2,middle,10-middle
4835,10,맛,2024-12-22,1,short,10-short
4837,10,다다익선 가격 구매,2024-12-21,3,middle,10-middle
4838,10,제품 아이,2024-12-21,2,middle,10-middle
4839,10,계란,2024-12-21,1,short,10-short
4841,10,만족,2024-12-23,1,short,10-short
4844,10,사용 제품,2024-12-23,2,middle,10-middle
4845,10,구매,2024-12-23,1,short,10-short
4846,10,집 신라면,2024-12-23,2,middle,10-middle
4848,10,신라면,2024-12-23,1,short,10-short
4849,10,구매,2024-12-23,1,short,10-short
4850,10,포장 감사,2024-12-18,2,middle,10-middle
4851,10,신라면,2024-12-18,1,short,10-short
4852,10,라면 신라면 기본,2024-12-18,3,middle,10-middle
4854,10,농심,2024-12-18,1,short,10-short
4855,10,구매 상품,2024-12-18,2,middle,10-middle
4856,10,기본 라면 구비,2024-12-18,3,middle,10-middle
4858,10,면 탱글,2024-12-17,2,middle,10-middle
4859,10,집 일등 라면 신라면,2024-12-17,4,middle,10-middle
4860,10,아이 구매,2024-12-12,2,middle,10-middle
4861,10,추천,2024-12-12,1,short,10-short
4862,10,이용 신라면,2024-12-12,2,middle,10-middle
4863,10,구매 제품 맛,2024-12-12,3,middle,10-middle
4864,10,베 송 주문 구입,2024-12-16,4,middle,10-middle
4865,10,제품,2024-12-16,1,short,10-short
4866,10,제품 라면 듯,2024-12-15,3,middle,10-middle
4867,10,구매 제품,2024-12-15,2,middle,10-middle
4868,10,구매 제품,2024-12-15,2,middle,10-middle
4869,10,주문 제품,2024-12-15,2,middle,10-middle
4870,10,집 구비 라면,2024-12-17,3,middle,10-middle
4871,10,배달 감사,2024-12-17,2,middle,10-middle
4872,10,신라면 제일,2024-12-17,2,middle,10-middle
4873,10,이것저것 첨가 신라면,2024-12-17,3,middle,10-middle
4874,10,감사,2024-12-17,1,short,10-short
4875,10,가격,2024-12-17,1,short,10-short
4876,10,신라면 스프 진짜 밋 거,2024-12-17,5,long,10-long
4877,10,라면 신라면,2024-12-17,2,middle,10-middle
4878,10,신라면 것 토핑,2024-12-17,3,middle,10-middle
4879,10,배달 감사,2024-12-17,2,middle,10-middle
4880,10,교차 중복 할인,2024-12-15,3,middle,10-middle
4881,10,것 때,2024-12-15,2,middle,10-middle
4882,10,라면 신라면 기본 정도,2024-12-15,4,middle,10-middle
4883,10,라면 중 거,2024-12-15,3,middle,10-middle
4884,10,구매 거,2024-12-15,2,middle,10-middle
4885,10,칼 깔,2024-12-15,2,middle,10-middle
4886,10,가격 거 만족,2024-12-14,3,middle,10-middle
4887,10,라면 신라면,2024-12-14,2,middle,10-middle
4889,10,식구,2024-12-14,1,short,10-short
4890,10,상품 만족,2024-12-10,2,middle,10-middle
4891,10,상품 만족,2024-12-10,2,middle,10-middle
4892,10,라면 신라면,2024-12-10,2,middle,10-middle
4893,10,상품 구매,2024-12-10,2,middle,10-middle
4894,10,구매,2024-12-10,1,short,10-short
4895,10,거 요리,2024-12-09,2,middle,10-middle
4897,10,일 맛,2024-08-29,2,middle,10-middle
4898,10,감사,2024-08-29,1,short,10-short
4899,10,계란 신라면,2024-08-28,2,middle,10-middle
4901,8,신라면 재료,2025-01-05,2,middle,8-middle
4902,10,만족 사용,2025-01-05,2,middle,10-middle
4905,10,신라면 라면,2025-01-05,2,middle,10-middle
4906,10,신라면 맛,2025-01-05,2,middle,10-middle
4907,10,구매,2025-01-05,1,short,10-short
4908,10,굿,2025-01-05,1,short,10-short
4910,10,신라면,2023-08-30,1,short,10-short
4911,10,라면 신라면,2023-08-30,2,middle,10-middle
4912,10,집 앞 안전 감사,2023-08-30,4,middle,10-middle
4913,10,라면 때 신라면,2023-08-30,3,middle,10-middle
4915,10,구매 듯,2023-08-29,2,middle,10-middle
4916,10,리 면 신라면,2023-08-29,3,middle,10-middle
4917,8,상품 기한,2023-08-28,2,middle,8-middle
4918,8,신라면,2023-08-28,1,short,8-short
4919,10,신라면,2023-08-28,1,short,10-short
4920,10,신라면 오랜만,2024-12-13,2,middle,10-middle
4921,10,시간 정확,2024-12-12,2,middle,10-middle
4923,10,구입,2024-12-12,1,short,10-short
4924,10,집 구매,2024-12-12,2,middle,10-middle
4925,10,포장지 신선 라면 신라면,2024-12-12,4,middle,10-middle
4926,10,신라면,2024-12-12,1,short,10-short
4927,10,아빠 아이 구매,2024-12-12,3,middle,10-middle
4928,10,구매,2024-12-21,1,short,10-short
4930,10,가격 대비 굿굿,2024-12-10,3,middle,10-middle
4931,10,이마트 감사 감사,2024-12-10,3,middle,10-middle
4932,10,할인 맛,2024-12-10,2,middle,10-middle
4934,10,필수 먹거리,2024-12-10,2,middle,10-middle
4935,10,애용,2024-12-10,1,short,10-short
4936,10,농심 신라면,2024-12-10,2,middle,10-middle
4937,10,구비 제품 최고,2024-12-10,3,middle,10-middle
4938,10,편리,2024-12-10,1,short,10-short
4939,10,소 신라면,2024-12-10,2,middle,10-middle
4940,8,라면 농심 시그니처,2024-12-25,3,middle,8-middle
4942,10,상품 마음,2024-12-25,2,middle,10-middle
4945,10,신라면,2024-12-25,1,short,10-short
4946,10,신라면,2024-12-25,1,short,10-short
4947,10,상품 사용 것 품질 보장,2024-12-25,5,long,10-long
4948,10,라면 신라면,2024-12-25,2,middle,10-middle
4950,10,맛,2024-07-11,1,short,10-short
4951,10,라면 밥 때,2024-07-11,3,middle,10-middle
4954,10,말 말,2024-07-10,2,middle,10-middle
4955,10,감사,2024-07-09,1,short,10-short
4956,10,문 앞 꼼콤 감사,2024-07-09,4,middle,10-middle
4957,10,굿 굿,2024-07-09,2,middle,10-middle
4958,10,상태 도착 감사,2024-07-09,3,middle,10-middle
4960,10,주문 라면,2024-12-14,2,middle,10-middle
4963,10,감사,2024-12-14,1,short,10-short
4964,10,다음 구입,2024-12-14,2,middle,10-middle
4966,10,집 신라면,2024-12-14,2,middle,10-middle
4967,10,비상식량 구매,2024-12-14,2,middle,10-middle
4969,10,농심 신라면,2024-12-14,2,middle,10-middle
4972,10,사용 제품,2024-12-23,2,middle,10-middle
4973,10,구매,2024-12-23,1,short,10-short
4974,10,집 신라면,2024-12-23,2,middle,10-middle
4976,10,신라면,2024-12-23,1,short,10-short
4977,10,구매,2024-12-23,1,short,10-short
4978,10,정확,2024-12-22,1,short,10-short
4981,10,맛,2024-12-16,1,short,10-short
4983,10,행사 때 구입,2024-12-16,3,middle,10-middle
4984,10,신라면,2024-12-16,1,short,10-short
4985,10,구매,2024-12-16,1,short,10-short
4986,10,도착 도착,2024-12-16,2,middle,10-middle
4987,10,라면 신라면,2024-12-16,2,middle,10-middle
4988,10,주문 할인 행사,2024-12-16,3,middle,10-middle
4989,10,애,2024-12-16,1,short,10-short
4991,10,전 거,2024-09-19,2,middle,10-middle
4992,10,신라면 행사 개 구입,2024-12-22,4,middle,10-middle
4993,10,구매 상품,2024-12-22,2,middle,10-middle
4995,10,맛,2024-12-22,1,short,10-short
4997,10,다다익선 가격 구매,2024-12-21,3,middle,10-middle
4998,10,제품 아이,2024-12-21,2,middle,10-middle
4999,10,계란,2024-12-21,1,short,10-short
5000,10,상품 만족,2024-12-20,2,middle,10-middle
5002,10,애용,2024-12-20,1,short,10-short
5003,10,만족,2024-12-20,1,short,10-short
5004,10,제품 추천,2024-12-20,2,middle,10-middle
5005,10,신라면,2024-12-19,1,short,10-short
5006,10,신라면,2024-12-19,1,short,10-short
5007,10,맛 기본 라면,2024-12-19,3,middle,10-middle
5008,10,마음,2024-12-19,1,short,10-short
5009,10,신라면 최고,2024-12-19,2,middle,10-middle
5010,10,포장,2023-07-17,1,short,10-short
5011,10,구매,2023-07-16,1,short,10-short
5012,10,골든 카드,2023-07-16,2,middle,10-middle
5013,10,라면 중 왕 신라먄,2023-07-15,4,middle,10-middle
5014,10,신라면 쟁,2023-07-15,2,middle,10-middle
5015,10,만족햐요,2023-07-14,1,short,10-short
5017,10,가격 푼,2023-07-14,2,middle,10-middle
5018,10,오란 만,2023-07-13,2,middle,10-middle
5019,8,농심 신라면,2023-07-12,2,middle,8-middle
5020,10,집 구매,2024-12-12,2,middle,10-middle
5021,10,포장지 신선 라면 신라면,2024-12-12,4,middle,10-middle
5022,10,신라면,2024-12-12,1,short,10-short
5023,10,아빠 아이 구매,2024-12-12,3,middle,10-middle
5024,10,신라면 행사 개 구입,2024-12-22,4,middle,10-middle
5025,10,구매 상품,2024-12-22,2,middle,10-middle
5027,10,맛,2024-12-22,1,short,10-short
5029,10,다다익선 가격 구매,2024-12-21,3,middle,10-middle
5030,10,구입 제품,2024-12-15,2,middle,10-middle
5031,10,구입 제품,2024-12-15,2,middle,10-middle
5032,10,좋아히 간식,2024-12-15,2,middle,10-middle
5033,10,라면 구매 제품,2024-12-15,3,middle,10-middle
5034,10,구매 제품,2024-12-15,2,middle,10-middle
5035,10,만족 구매,2024-12-15,2,middle,10-middle
5037,10,가격 후회 구매,2024-12-15,3,middle,10-middle
5038,10,감사,2024-12-15,1,short,10-short
5039,10,감사,2024-12-15,1,short,10-short
5040,10,이용 제품,2024-12-31,2,middle,10-middle
5042,10,속 때 신라면,2024-12-31,3,middle,10-middle
5043,10,애용 제품,2024-12-31,2,middle,10-middle
5045,10,집 주문,2024-12-31,2,middle,10-middle
5046,10,식사 대용 국 대신,2024-12-31,4,middle,10-middle
5048,10,농심 신라면 라면 구매,2024-12-31,4,middle,10-middle
5049,10,주문 상품,2024-12-31,2,middle,10-middle
5051,10,면 탱글,2024-12-17,2,middle,10-middle
5052,10,집 일등 라면 신라면,2024-12-17,4,middle,10-middle
5053,10,포장 상태 굿,2024-12-17,3,middle,10-middle
5054,10,감사,2024-12-17,1,short,10-short
5056,10,라면,2023-09-30,1,short,10-short
5059,10,가격 맛 굿,2023-09-30,3,middle,10-middle
5060,10,조아요 조아요 조아요,2024-12-20,3,middle,10-middle
5061,10,신라면,2024-12-20,1,short,10-short
5063,10,구매,2024-12-20,1,short,10-short
5064,10,신라면,2024-12-20,1,short,10-short
5065,10,구매 제품,2024-12-20,2,middle,10-middle
5066,10,라면 날 신라면,2024-12-20,3,middle,10-middle
5067,10,신라면 집 주문 품목,2024-12-20,4,middle,10-middle
5068,10,식사 간식,2024-12-20,2,middle,10-middle
5069,10,신라면,2024-12-20,1,short,10-short
5071,10,신라면 구매,2024-12-20,2,middle,10-middle
5074,10,구비,2024-12-20,1,short,10-short
5075,10,마음 감사,2024-12-19,2,middle,10-middle
5076,10,구매 상품,2024-12-19,2,middle,10-middle
5077,10,신라면 때,2024-12-19,2,middle,10-middle
5078,10,라면 신라면,2024-12-19,2,middle,10-middle
5080,10,라면 최고 때,2024-12-20,3,middle,10-middle
5083,10,라면 신라면 최고,2024-12-20,3,middle,10-middle
5084,10,라면 신라면 최고,2024-12-20,3,middle,10-middle
5086,10,구매 제품 행사 때 구매,2024-12-20,5,long,10-long
5087,10,구매,2024-12-20,1,short,10-short
5088,10,남편 신라면,2024-12-18,2,middle,10-middle
5089,10,개사 할인,2024-12-18,2,middle,10-middle
5090,10,신라면 맛,2023-09-03,2,middle,10-middle
5091,10,라면 사야되서구매,2023-09-03,2,middle,10-middle
5092,10,감사,2023-09-02,1,short,10-short
5094,10,라면,2023-09-02,1,short,10-short
5095,10,만족,2023-09-01,1,short,10-short
5096,8,신라면 구매,2023-09-01,2,middle,8-middle
5097,10,할인 구매,2023-09-01,2,middle,10-middle
5098,10,신라면 최고,2023-09-01,2,middle,10-middle
5099,10,남편 라면,2023-08-31,2,middle,10-middle
5100,10,신라면,2024-12-15,1,short,10-short
5102,10,가겨콰 품,2024-12-14,2,middle,10-middle
5103,10,기업 제품 말해모해,2024-12-14,3,middle,10-middle
5105,10,신라면,2024-12-14,1,short,10-short
5106,10,라면 신라면,2024-12-14,2,middle,10-middle
5107,10,만족 구매 만족,2024-12-14,3,middle,10-middle
5108,10,라면,2024-12-14,1,short,10-short
5109,10,합리 가격 만족 제품,2024-12-14,4,middle,10-middle
5110,10,신라면 집 필수 터,2024-12-16,4,middle,10-middle
5111,10,구매,2024-12-16,1,short,10-short
5112,10,구매,2024-12-16,1,short,10-short
5113,10,라면 신라면,2024-12-16,2,middle,10-middle
5114,10,구입 제품,2024-12-16,2,middle,10-middle
5115,10,이용 제품,2024-12-16,2,middle,10-middle
5116,10,비상 식품 신라면 집중,2024-12-16,4,middle,10-middle
5117,10,브랜드 사용 라면 맛,2024-12-16,4,middle,10-middle
5118,10,양 구매,2024-12-16,2,middle,10-middle
5119,10,신라면,2024-12-16,1,short,10-short
5120,10,탕비 실 편,2024-12-30,3,middle,10-middle
5121,10,맛 터,2024-12-30,2,middle,10-middle
5122,10,품목 중,2024-12-30,2,middle,10-middle
5123,10,구매 품목 구매 의사,2024-12-30,4,middle,10-middle
5124,10,제품 상품 감사,2024-12-30,3,middle,10-middle
5125,10,집 라면,2024-12-30,2,middle,10-middle
5126,10,구매,2024-12-30,1,short,10-short
5127,10,신라면,2024-12-30,1,short,10-short
5128,10,이것저것 라면,2024-12-30,2,middle,10-middle
5129,10,상비 식품 굳굳,2024-12-29,3,middle,10-middle
5131,10,라면,2024-12-25,1,short,10-short
5132,10,식감 국물 맛,2024-12-25,3,middle,10-middle
5133,10,구매 제품,2024-12-25,2,middle,10-middle
5135,10,구매 의사,2024-12-25,2,middle,10-middle
5136,10,굿굿굿굿,2024-12-25,1,short,10-short
5138,10,라면 신라면,2024-12-25,2,middle,10-middle
5139,10,신라면,2024-12-25,1,short,10-short
5141,10,신라면,2024-12-20,1,short,10-short
5142,10,굿 감사,2024-12-20,2,middle,10-middle
5143,10,라면 중,2024-12-20,2,middle,10-middle
5144,10,라면 최고 때,2024-12-20,3,middle,10-middle
5147,10,라면 신라면 최고,2024-12-20,3,middle,10-middle
5148,10,라면 신라면 최고,2024-12-20,3,middle,10-middle
5150,10,가격 대비 맛 양,2024-12-15,4,middle,10-middle
5151,10,감사,2024-12-15,1,short,10-short
5153,10,오랜만 신라면 도전 거,2024-12-20,4,middle,10-middle
5154,10,데,2024-12-20,1,short,10-short
5155,10,제품,2024-12-20,1,short,10-short
5156,10,조아요 조아요 조아요,2024-12-20,3,middle,10-middle
5157,10,신라면,2024-12-20,1,short,10-short
5159,10,구매,2024-12-20,1,short,10-short
5161,10,구매 품목,2024-12-28,2,middle,10-middle
5162,10,감사,2024-12-28,1,short,10-short
5163,10,발송 감사,2024-12-28,2,middle,10-middle
5165,10,설명 필요 라면,2024-12-28,3,middle,10-middle
5166,10,신라면,2024-12-28,1,short,10-short
5167,10,구매,2024-12-28,1,short,10-short
5168,10,라면,2024-12-28,1,short,10-short
5169,10,신라면 추천,2024-12-28,2,middle,10-middle
5171,10,맛 예전 거,2024-12-27,3,middle,10-middle
5172,10,이용 감사,2024-12-27,2,middle,10-middle
5173,10,라면 신라면 마력 라면,2024-12-27,4,middle,10-middle
5174,10,만족 만족,2024-12-27,2,middle,10-middle
5175,10,집 구비 제품,2024-12-27,3,middle,10-middle
5176,10,제품,2024-12-27,1,short,10-short
5177,10,신라면 구매,2024-12-27,2,middle,10-middle
5178,10,국민 라면 신라면 디,2024-12-27,4,middle,10-middle
5180,10,라면,2024-12-19,1,short,10-short
5181,10,비상식량 행사 만족 구매,2024-12-19,4,middle,10-middle
5182,10,구매 제품,2024-12-19,2,middle,10-middle
5183,10,제품,2024-12-19,1,short,10-short
5184,10,신라면,2024-12-19,1,short,10-short
5185,10,국뭏 필요 때 최고,2024-12-19,4,middle,10-middle
5189,10,상품,2024-12-19,1,short,10-short
5190,10,예전 양 맛,2024-12-24,3,middle,10-middle
5191,10,제품,2024-12-24,1,short,10-short
5192,10,포장 상태,2024-12-24,2,middle,10-middle
5193,10,간식,2024-12-24,1,short,10-short
5194,10,신라면 라이,2024-12-24,2,middle,10-middle
5195,10,라면 중 애 라면,2024-12-24,4,middle,10-middle
5196,10,구매 제품,2024-12-24,2,middle,10-middle
5197,10,개 구입 프로 할인,2024-12-24,4,middle,10-middle
5198,10,라면 신라면,2024-12-24,2,middle,10-middle
5200,10,신라면,2023-10-05,1,short,10-short
5201,10,신라면 행사 구입,2023-10-05,3,middle,10-middle
5203,10,구비 신라 식구 구입,2023-10-05,4,middle,10-middle
5206,10,제품 다음 구매할것깉아요,2023-10-03,3,middle,10-middle
5207,10,신라,2023-10-03,1,short,10-short
5208,10,집 필수,2023-10-03,2,middle,10-middle
5209,8,농심 신라면,2023-10-02,2,middle,8-middle
5210,10,구매 제품,2024-12-17,2,middle,10-middle
5211,10,국민 라면 면발,2024-12-17,3,middle,10-middle
5212,10,신라면,2024-12-17,1,short,10-short
5213,10,구매 제품,2024-12-17,2,middle,10-middle
5214,10,구매 제품,2024-12-17,2,middle,10-middle
5215,10,라면 신라면,2024-12-17,2,middle,10-middle
5216,10,신라면 것,2023-09-15,2,middle,10-middle
5218,10,신라면,2023-09-15,1,short,10-short
5219,10,일주일 번 거,2023-09-15,3,middle,10-middle
5220,10,가성비,2024-12-24,1,short,10-short
5221,10,디스 이즈 클래식,2024-12-24,3,middle,10-middle
5222,10,예전 양 맛,2024-12-24,3,middle,10-middle
5223,10,제품,2024-12-24,1,short,10-short
5224,10,포장 상태,2024-12-24,2,middle,10-middle
5225,10,간식,2024-12-24,1,short,10-short
5226,10,신라면 라이,2024-12-24,2,middle,10-middle
5227,10,라면 중 애 라면,2024-12-24,4,middle,10-middle
5228,10,구매 제품,2024-12-24,2,middle,10-middle
5229,10,개 구입 프로 할인,2024-12-24,4,middle,10-middle
5230,10,세일 구매,2023-10-28,2,middle,10-middle
5231,10,만족 만족,2023-10-28,2,middle,10-middle
5232,10,가격 포기 라면,2023-10-27,3,middle,10-middle
5233,10,구매 제품,2023-10-27,2,middle,10-middle
5234,10,거 라면,2023-10-26,2,middle,10-middle
5235,10,기준 라면 바람 맛,2023-10-26,4,middle,10-middle
5237,10,맘 감사,2023-10-25,2,middle,10-middle
5239,10,애용 맛,2023-10-24,2,middle,10-middle
5240,10,라면 농심 농심 신라면,2024-12-18,4,middle,10-middle
5241,10,맛 가격,2024-12-18,2,middle,10-middle
5242,10,애 구입 신라면,2024-12-18,3,middle,10-middle
5243,10,오랫만 신라면,2024-12-18,2,middle,10-middle
5244,10,제품 마밌어요,2024-12-18,2,middle,10-middle
5245,10,요즘 물가 데,2024-12-18,3,middle,10-middle
5246,10,구매 상품,2024-12-18,2,middle,10-middle
5247,10,살 명 필요,2024-12-18,3,middle,10-middle
5248,10,라면 신라면 최고 거,2024-12-16,4,middle,10-middle
5249,10,신라면,2024-12-16,1,short,10-short
5250,10,굿,2023-07-31,1,short,10-short
5251,8,이민 간 편식,2023-07-31,3,middle,8-middle
5252,10,만족 포장 감사,2023-07-31,3,middle,10-middle
5253,10,제품,2023-07-31,1,short,10-short
5254,8,라면 때,2023-07-31,2,middle,8-middle
